,Unnamed: 0,date,IPTG_uM,operator,binding_energy,repressor,percentile,fold_change,fold_change_lower,fold_change_upper,noise,noise_lower,noise_upper
67,67,20161203,75.0,O2,-13.9,260,0.5,0.4421753842541767,0.433333542531734,0.4504339879376496,0.4947310289747605,0.4830473491063878,0.5075114630259895
68,68,20161203,75.0,O2,-13.9,260,0.75,0.4421753842541767,0.4285078061030701,0.4579066294270498,0.4947310289747605,0.4743838552215144,0.51639133949585
69,69,20161203,75.0,O2,-13.9,260,0.9,0.4421753842541767,0.4210282875947139,0.4632658394808584,0.4947310289747605,0.4649421221205157,0.5248724630829894
70,70,20161203,75.0,O2,-13.9,260,0.95,0.4421753842541767,0.4174943420937812,0.4679187726848663,0.4947310289747605,0.4599279876257972,0.5312382771379329
71,71,20161203,75.0,O2,-13.9,260,0.99,0.4421753842541767,0.4097570520017365,0.4759702658256362,0.4947310289747605,0.4488445254916767,0.543773922613626
72,72,20161203,100.0,O2,-13.9,260,0.01,0.4617372523225092,0.4620845233729016,0.4623666833306756,0.4778981162623362,0.4753872015181134,0.4758962246291381
73,73,20161203,100.0,O2,-13.9,260,0.05,0.4617372523225092,0.4617649099164877,0.4633305516929305,0.4778981162623362,0.4775108924994728,0.4803023883345371
74,74,20161203,100.0,O2,-13.9,260,0.1,0.4617372523225092,0.457213550120957,0.4604692589902799,0.4778981162623362,0.4743908476481549,0.4801128707116472
75,75,20161203,100.0,O2,-13.9,260,0.25,0.4617372523225092,0.4570846040755976,0.4653857870324181,0.4778981162623362,0.4661249252449671,0.4812350980236058
76,76,20161203,100.0,O2,-13.9,260,0.5,0.4617372523225092,0.4533799158344676,0.4709828829438564,0.4778981162623362,0.4613386846809278,0.4930820246682108
77,77,20161203,100.0,O2,-13.9,260,0.75,0.4617372523225092,0.4466625878540959,0.4768633046474832,0.4778981162623362,0.4507222080575268,0.5044364306779286
78,78,20161203,100.0,O2,-13.9,260,0.9,0.4617372523225092,0.4400191409431965,0.4826984140798137,0.4778981162623362,0.4385104362858243,0.5153903988196133
79,79,20161203,100.0,O2,-13.9,260,0.95,0.4617372523225092,0.4371329018872864,0.4881020361893543,0.4778981162623362,0.4337480564032096,0.5241758735314478
80,80,20161203,100.0,O2,-13.9,260,0.99,0.4617372523225092,0.42945898567288615,0.4970519102027524,0.4778981162623362,0.4235519721082252,0.5399744343034881
81,81,20161203,250.0,O2,-13.9,260,0.01,0.5845233622378458,0.5828178577049814,0.5831927305663169,0.4864769719206146,0.4805167375352505,0.4810678741871716
82,82,20161203,250.0,O2,-13.9,260,0.05,0.5845233622378458,0.5825805449076676,0.5847291209048991,0.4864769719206146,0.4796742640081246,0.4828022647761891
83,83,20161203,250.0,O2,-13.9,260,0.1,0.5845233622378458,0.5828241906934283,0.5871741181770329,0.4864769719206146,0.477185532618617,0.4837345027269741
84,84,20161203,250.0,O2,-13.9,260,0.25,0.5845233622378458,0.5783218769172921,0.5895804632293019,0.4864769719206146,0.4757953535560696,0.4927062978758707
85,85,20161203,250.0,O2,-13.9,260,0.5,0.5845233622378458,0.5720179268587364,0.5961059549173774,0.4864769719206146,0.4683519361898619,0.5044170819769269
86,86,20161203,250.0,O2,-13.9,260,0.75,0.5845233622378458,0.5642251012883515,0.6054986508827166,0.4864769719206146,0.4551562492811547,0.5156564588701683
87,87,20161203,250.0,O2,-13.9,260,0.9,0.5845233622378458,0.5559469961014039,0.6147912517453162,0.4864769719206146,0.4438601317274123,0.5299088605543846
88,88,20161203,250.0,O2,-13.9,260,0.95,0.5845233622378458,0.5496824783651223,0.6193713967238009,0.4864769719206146,0.4354906114169538,0.5373220275194264
89,89,20161203,250.0,O2,-13.9,260,0.99,0.5845233622378458,0.5399579952052835,0.6311659822106205,0.4864769719206146,0.4222841688914966,0.5553142598537608
90,90,20161203,500.0,O2,-13.9,260,0.01,0.6963809813811744,0.6917122239978719,0.6921194516747035,0.3899450340824415,0.3904047927992483,0.3906948243960573
91,91,20161203,500.0,O2,-13.9,260,0.05,0.6963809813811744,0.6917116640501282,0.6939616361872258,0.3899450340824415,0.3890118821925517,0.39069730473476577
92,92,20161203,500.0,O2,-13.9,260,0.1,0.6963809813811744,0.6900798952979479,0.6948034480750502,0.3899450340824415,0.3873152097956427,0.3907078898731061
93,93,20161203,500.0,O2,-13.9,260,0.25,0.6963809813811744,0.6898232862787174,0.7020657430832717,0.3899450340824415,0.38371077607721854,0.3926699465979109
94,94,20161203,500.0,O2,-13.9,260,0.5,0.6963809813811744,0.6824420206480654,0.7085916882002986,0.3899450340824415,0.3790390291611875,0.3981290858946217
95,95,20161203,500.0,O2,-13.9,260,0.75,0.6963809813811744,0.6749791000696392,0.7196002437445935,0.3899450340824415,0.3735717926417608,0.4058943535957185
96,96,20161203,500.0,O2,-13.9,260,0.9,0.6963809813811744,0.6645482048357645,0.7281443956764059,0.3899450340824415,0.3670856348489349,0.41299829294120666
97,97,20161203,500.0,O2,-13.9,260,0.95,0.6963809813811744,0.6591903737351252,0.734810785660737,0.3899450340824415,0.36281053234501703,0.41731037392218606
98,98,20161203,500.0,O2,-13.9,260,0.99,0.6963809813811744,0.649637142986759,0.7488061050510367,0.3899450340824415,0.35514018293729915,0.4269515983494813
99,99,20161203,1000.0,O2,-13.9,260,0.01,0.7937589593080516,0.7937503988003212,0.7941958506343284,0.399494645077649,0.4020668660559613,0.402315214874626
100,100,20161203,1000.0,O2,-13.9,260,0.05,0.7937589593080516,0.7951744156792839,0.7977467913120393,0.399494645077649,0.39866878203819933,0.4000393584476029
101,101,20161203,1000.0,O2,-13.9,260,0.1,0.7937589593080516,0.7923447213952572,0.7975980169307509,0.399494645077649,0.3976183991454861,0.4004704388383644
102,102,20161203,1000.0,O2,-13.9,260,0.25,0.7937589593080516,0.7868725792280731,0.8004477768213459,0.399494645077649,0.3962829666008448,0.4036967028917292
103,103,20161203,1000.0,O2,-13.9,260,0.5,0.7937589593080516,0.780041479747729,0.8088973252815375,0.399494645077649,0.39147960101817975,0.4071971465528347
104,104,20161203,1000.0,O2,-13.9,260,0.75,0.7937589593080516,0.7693296865451061,0.8187275855039289,0.399494645077649,0.3853480820948267,0.41228145334459976
105,105,20161203,1000.0,O2,-13.9,260,0.9,0.7937589593080516,0.7590196890613181,0.8296421852680799,0.399494645077649,0.3807037088626937,0.41910880514353055
106,106,20161203,1000.0,O2,-13.9,260,0.95,0.7937589593080516,0.7509837401821389,0.8351603503110007,0.399494645077649,0.3770362095778797,0.4228518615349064
107,107,20161203,1000.0,O2,-13.9,260,0.99,0.7937589593080516,0.7387088414957912,0.8498933712028751,0.399494645077649,0.37009657782659394,0.4298741057227232
108,108,20161203,5000.0,O2,-13.9,260,0.01,0.9135619017646702,0.9078487029538111,0.9084041367791196,0.3811218179546769,0.3793673777571709,0.37961510903832335
109,109,20161203,5000.0,O2,-13.9,260,0.05,0.9135619017646702,0.9061385237173392,0.909240411901702,0.3811218179546769,0.3810051364964864,0.3823768264754045
110,110,20161203,5000.0,O2,-13.9,260,0.1,0.9135619017646702,0.9108318460922968,0.9171424089665636,0.3811218179546769,0.379483179739371,0.3822900520792524
111,111,20161203,5000.0,O2,-13.9,260,0.25,0.9135619017646702,0.9024377287356924,0.918666303544692,0.3811218179546769,0.376667240884776,0.383805852385672
112,112,20161203,5000.0,O2,-13.9,260,0.5,0.9135619017646702,0.8963382834872989,0.9308257954425851,0.3811218179546769,0.3738792844917634,0.3891498961998424
113,113,20161203,5000.0,O2,-13.9,260,0.75,0.9135619017646702,0.8844034132218418,0.9431296852303328,0.3811218179546769,0.3677102028113909,0.3937693765919267
114,114,20161203,5000.0,O2,-13.9,260,0.9,0.9135619017646702,0.8718923161938655,0.9561546041990658,0.3811218179546769,0.36273248999346586,0.3997542159991296
115,115,20161203,5000.0,O2,-13.9,260,0.95,0.9135619017646702,0.8644990314977552,0.9645901512574709,0.3811218179546769,0.3589094205660592,0.40310415626679774
116,116,20161203,5000.0,O2,-13.9,260,0.99,0.9135619017646702,0.8490782076805906,0.9809807500967734,0.3811218179546769,0.3514698969746254,0.4096861630614563
117,117,20180326,,O2,-13.9,0,0.01,,,,0.3885798124438448,0.3901194654895738,0.3904097788738139
118,118,20180326,,O2,-13.9,0,0.05,,,,0.3885798124438448,0.3888264455706923,0.3904271157983776
119,119,20180326,,O2,-13.9,0,0.1,,,,0.3885798124438448,0.3879063806126931,0.391225250944618
120,120,20180326,,O2,-13.9,0,0.25,,,,0.3885798124438448,0.384402050012754,0.3930477404902849
121,121,20180326,,O2,-13.9,0,0.5,,,,0.3885798124438448,0.3785482951015108,0.3971477032216112
122,122,20180326,,O2,-13.9,0,0.75,,,,0.3885798124438448,0.37285589379099626,0.4041549767765189
123,123,20180326,,O2,-13.9,0,0.9,,,,0.3885798124438448,0.36671091266972977,0.4113293131865876
124,124,20180326,,O2,-13.9,0,0.95,,,,0.3885798124438448,0.3629107596138633,0.41609307172084703
125,125,20180326,,O2,-13.9,0,0.99,,,,0.3885798124438448,0.353078510244242,0.4229562595348594
126,126,20180326,0.0,O2,-13.9,22,0.01,0.1543399521497385,0.1541701454820595,0.15426696571434345,0.5354049231429441,0.5356563646597959,0.5359856175498111
127,127,20180326,0.0,O2,-13.9,22,0.05,0.1543399521497385,0.15379787246535215,0.15431897038792547,0.5354049231429441,0.5350478187543352,0.5369607063245645
128,128,20180326,0.0,O2,-13.9,22,0.1,0.1543399521497385,0.15369157331448732,0.15476131989376232,0.5354049231429441,0.5320300510622739,0.5359736414224757
129,129,20180326,0.0,O2,-13.9,22,0.25,0.1543399521497385,0.15323801088191005,0.1559819943105735,0.5354049231429441,0.5293201399928256,0.5395321994353494
130,130,20180326,0.0,O2,-13.9,22,0.5,0.1543399521497385,0.15106704160555545,0.15685686613583774,0.5354049231429441,0.5245834690046969,0.5464349025176063
131,131,20180326,0.0,O2,-13.9,22,0.75,0.1543399521497385,0.14951127265541775,0.1593893719701065,0.5354049231429441,0.5167107918894497,0.5539217040141957
132,132,20180326,0.0,O2,-13.9,22,0.9,0.1543399521497385,0.14730236628159388,0.16149928423560764,0.5354049231429441,0.5092011113996863,0.5621797892372431
133,133,20180326,0.0,O2,-13.9,22,0.95,0.1543399521497385,0.14603882084124095,0.1629970780894723,0.5354049231429441,0.5031620618564672,0.5666482672659142
134,134,20180326,0.0,O2,-13.9,22,0.99,0.1543399521497385,0.1435551071730888,0.16548831139066694,0.5354049231429441,0.4967207261216272,0.5804012704848454
135,135,20180326,0.1,O2,-13.9,22,0.01,0.15122925440355126,0.15045410003151186,0.1505395243972173,0.5502983690971659,0.5495814092364214,0.5499479654058931
136,136,20180326,0.1,O2,-13.9,22,0.05,0.15122925440355126,0.15033955260670331,0.15083511085284973,0.5502983690971659,0.5479171876054821,0.5499323149289375
137,137,20180326,0.1,O2,-13.9,22,0.1,0.15122925440355126,0.15023766774141362,0.15124679059812804,0.5502983690971659,0.5513753898537201,0.5555671607976795
138,138,20180326,0.1,O2,-13.9,22,0.25,0.15122925440355126,0.1497534435144579,0.15235888029733072,0.5502983690971659,0.5471455152234291,0.5578499528344529
139,139,20180326,0.1,O2,-13.9,22,0.5,0.15122925440355126,0.14848982853912732,0.15404900680546132,0.5502983690971659,0.5382082237700448,0.5609681002127581
140,140,20180326,0.1,O2,-13.9,22,0.75,0.15122925440355126,0.14671932199308707,0.15621131456117265,0.5502983690971659,0.5316237868235821,0.5700464098634399
141,141,20180326,0.1,O2,-13.9,22,0.9,0.15122925440355126,0.14429315956150507,0.15782863798521585,0.5502983690971659,0.5220659285787587,0.5772265258053098
142,142,20180326,0.1,O2,-13.9,22,0.95,0.15122925440355126,0.14330074895677408,0.15939006005061002,0.5502983690971659,0.5162239019397251,0.5821219620768162
143,143,20180326,0.1,O2,-13.9,22,0.99,0.15122925440355126,0.14083010759400313,0.16186764344162335,0.5502983690971659,0.5075204775193697,0.5939739731641701
144,144,20180326,5.0,O2,-13.9,22,0.01,0.33187213615311434,0.3297997849549104,0.3299812668789822,0.5133170579964664,0.5151774952071926,0.5155531700164152
145,145,20180326,5.0,O2,-13.9,22,0.05,0.33187213615311434,0.33042774084752885,0.3314156474032526,0.5133170579964664,0.5141561345693663,0.5162612506999908
146,146,20180326,5.0,O2,-13.9,22,0.1,0.33187213615311434,0.3300439004219055,0.3320640895290665,0.5133170579964664,0.5116481159132762,0.5160153774930412
147,147,20180326,5.0,O2,-13.9,22,0.25,0.33187213615311434,0.3295337218107794,0.33475001664161796,0.5133170579964664,0.5080278697382196,0.5192713055750927
148,148,20180326,5.0,O2,-13.9,22,0.5,0.33187213615311434,0.326565820058948,0.3377193205885998,0.5133170579964664,0.4994817993916941,0.5233554447193314
149,149,20180326,5.0,O2,-13.9,22,0.75,0.33187213615311434,0.32222148910066656,0.34117594383515376,0.5133170579964664,0.4933053749230784,0.533970487859822
150,150,20180326,5.0,O2,-13.9,22,0.9,0.33187213615311434,0.3186222863811133,0.34553463901647297,0.5133170579964664,0.4848517558477322,0.5424862873033728
151,151,20180326,5.0,O2,-13.9,22,0.95,0.33187213615311434,0.3164639006311247,0.3484442781040504,0.5133170579964664,0.4788630147423419,0.5476987934291109
152,152,20180326,5.0,O2,-13.9,22,0.99,0.33187213615311434,0.311011592637128,0.3528216712491689,0.5133170579964664,0.4681275971073503,0.5593151323235659
153,153,20180326,10.0,O2,-13.9,22,0.01,0.5268589730483877,0.5280560994491793,0.5283588739001259,0.5247358522844905,0.5265789919958496,0.5271665574588156
154,154,20180326,10.0,O2,-13.9,22,0.05,0.5268589730483877,0.5274310864456492,0.5291234720204461,0.5247358522844905,0.5191456799566025,0.5223633928470849
155,155,20180326,10.0,O2,-13.9,22,0.1,0.5268589730483877,0.5250243575666662,0.5284967941349131,0.5247358522844905,0.5179676649696198,0.5246098546497404
156,156,20180326,10.0,O2,-13.9,22,0.25,0.5268589730483877,0.5225533405611732,0.5314211472318265,0.5247358522844905,0.5113192499613591,0.5287919286570404
157,157,20180326,10.0,O2,-13.9,22,0.5,0.5268589730483877,0.5176009862621809,0.5364858319431268,0.5247358522844905,0.5051051505052699,0.5422662874068362
158,158,20180326,10.0,O2,-13.9,22,0.75,0.5268589730483877,0.5098087530860945,0.542312820601091,0.5247358522844905,0.4929903537042702,0.5558702515569577
159,159,20180326,10.0,O2,-13.9,22,0.9,0.5268589730483877,0.5033200431111093,0.5496687775197966,0.5247358522844905,0.4817366520759736,0.5712194019097259
160,160,20180326,10.0,O2,-13.9,22,0.95,0.5268589730483877,0.500157596978787,0.5552053398678103,0.5247358522844905,0.4748400129014502,0.5813295484460662
161,161,20180326,10.0,O2,-13.9,22,0.99,0.5268589730483877,0.4915896209336138,0.5639120648717176,0.5247358522844905,0.4601312044570641,0.5980685408430475
162,162,20180326,25.0,O2,-13.9,22,0.01,0.9573502335579618,0.9581664686408352,0.9587156358397984,0.428302471429904,0.4293763359243166,0.4297986675793463
163,163,20180326,25.0,O2,-13.9,22,0.05,0.9573502335579618,0.9556697449655828,0.9587443635322022,0.428302471429904,0.4286910370662577,0.4310335296895335
164,164,20180326,25.0,O2,-13.9,22,0.1,0.9573502335579618,0.9512351981584424,0.9575051801661718,0.428302471429904,0.4285730520726309,0.433316166314165
165,165,20180326,25.0,O2,-13.9,22,0.25,0.9573502335579618,0.9493171983290448,0.9653735440270224,0.428302471429904,0.4225157722989183,0.4348819394240944
166,166,20180326,25.0,O2,-13.9,22,0.5,0.9573502335579618,0.9411754827667456,0.9750107177267352,0.428302471429904,0.4146371806146396,0.4410537190107144
167,167,20180326,25.0,O2,-13.9,22,0.75,0.9573502335579618,0.9283999101107258,0.9856907728611626,0.428302471429904,0.4046037088570713,0.4496623773322084
168,168,20180326,25.0,O2,-13.9,22,0.9,0.9573502335579618,0.9174062088636338,0.9990348184291878,0.428302471429904,0.3960918546826925,0.4602238994161912
169,169,20180326,25.0,O2,-13.9,22,0.95,0.9573502335579618,0.910227718426312,1.0072989369947882,0.428302471429904,0.3914920973053565,0.4677688974024246
170,170,20180326,25.0,O2,-13.9,22,0.99,0.9573502335579618,0.8948323248876777,1.0230280902549176,0.428302471429904,0.3789981730663547,0.4788425929526047
171,171,20180326,50.0,O2,-13.9,22,0.01,0.8959496255450147,0.8908496974205815,0.8913134705478386,0.4297038605441046,0.43018388366431337,0.4305206342573794
172,172,20180326,50.0,O2,-13.9,22,0.05,0.8959496255450147,0.8903398969524728,0.8930076810952324,0.4297038605441046,0.4284968175889021,0.4305021466296328
173,173,20180326,50.0,O2,-13.9,22,0.1,0.8959496255450147,0.8903398969524728,0.8957335486205257,0.4297038605441046,0.42755239923612026,0.4317409295987875
174,174,20180326,50.0,O2,-13.9,22,0.25,0.8959496255450147,0.8902695233671095,0.9042434913228962,0.4297038605441046,0.4230880234400749,0.4339101957303781
175,175,20180326,50.0,O2,-13.9,22,0.5,0.8959496255450147,0.8802454308981654,0.9098748175821232,0.4297038605441046,0.4171719611017598,0.4405070766205124
176,176,20180326,50.0,O2,-13.9,22,0.75,0.8959496255450147,0.8704650628168423,0.92067908597856,0.4297038605441046,0.4103843550385486,0.4502598208863502
177,177,20180326,50.0,O2,-13.9,22,0.9,0.8959496255450147,0.8599877968985267,0.9322114064629,0.4297038605441046,0.4027691278080119,0.4597177372488539
178,178,20180326,50.0,O2,-13.9,22,0.95,0.8959496255450147,0.8538539762473717,0.94062808064609,0.4297038605441046,0.3956645205300569,0.4634863101956089
179,179,20180326,50.0,O2,-13.9,22,0.99,0.8959496255450147,0.8401907556974453,0.9552100284021792,0.4297038605441046,0.3884455738312015,0.4771831909492159
